id,project_code,year_of_subsidy_sanct,state_name,state_code,district_name,district_code,agency,supported_by,beneficiary_name,project_address,current_status,project_cost,amount_sanct,sanction_year,subsidy_ratio,project_size_category
2158,LKN 249,2002-03,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,M/s Prabhat Sheetgrah,Agra,Completed,0.0,43.75,2002,,
2159,LKN 179,2002-03,Uttar Pradesh,9,Kanpur Nagar,157,NHB,Through NABARD,Varun Sheetalaya (P) Ltd.,Kanpur,Completed,0.0,50.0,2002,,
2160,LKN 191,2002-03,Uttar Pradesh,9,Kannauj,155,NHB,Through NABARD,Punit Cold Storage,Kannauj,Completed,0.0,47.43,2002,,
2161,LKN 189,2002-03,Uttar Pradesh,9,Firozabad,143,NHB,Through NABARD,Lodhi Rajput Ice & Cold Storage (P) Ltd.,Firozabad,Completed,0.0,18.0,2002,,
2162,LKN 007,2002-03,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,H C Garg Ice & Cold Storage,Agra,Completed,0.0,19.75,2002,,
2163,LKN 196,2002-03,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Shantivrat Cold Storage II,Agra,Completed,0.0,11.38,2002,,
2164,LKN 302,2002-03,Uttar Pradesh,9,Farrukhabad,141,NHB,Through NABARD,Subhash Cold Storage,Farukhabad,Completed,0.0,12.53,2002,,
2165,LKN 201,2002-03,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Kundol Ice & Cold Storage (P) Ltd.,Agra,Completed,0.0,34.14,2002,,
2166,LKN 188,2002-03,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Uttam Ice and Cold storage,Agra,Completed,0.0,37.87,2002,,
2167,LKN 200,2002-03,Uttar Pradesh,9,Hathras,163,NHB,Through NABARD,Tarun Sheetgrah Pvt. Ltd.,Hathras,Completed,0.0,17.85,2002,,
2168,LKN 194,2002-03,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,B.L & Sons Cold Storage (P) Ltd.,Agra,Completed,0.0,22.18,2002,,
2169,LKN 236,2002-03,Uttar Pradesh,9,Aligarh,119,NHB,Through NABARD,Agrawal Cold Storage& General Mills,Aligarh,Completed,0.0,10.83,2002,,
2170,LKN 187,2002-03,Uttar Pradesh,9,Kanpur Nagar,157,NHB,Through NABARD,Bhagwati Referigeration Pvt Ltd II,Kanpur Nagar,Completed,0.0,23.24,2002,,
2171,LKN 186,2002-03,Uttar Pradesh,9,Gautam Buddha Nagar,144,NHB,Through NABARD,Krishna Spico Industries (P) Ltd.,G B Nagar,Completed,0.0,41.25,2002,,
2172,LKN 190,2002-03,Uttar Pradesh,9,Firozabad,143,NHB,Through NABARD,Brij & Sons Cold storage (P) Ltd.,Firozabad,Completed,0.0,26.19,2002,,
2173,LKN 195,2002-03,Uttar Pradesh,9,Farrukhabad,141,NHB,Through NABARD,Jitendra Cold Storage (P) Ltd.,Farrukhabad,Completed,0.0,21.66,2002,,
2174,LKN 039,2002-03,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Sukumar Ice & Cold Storage,Agra,Completed,0.0,24.22,2002,,
2175,LKN 203,2002-03,Uttar Pradesh,9,Mathura,167,NHB,Through NABARD,S D Cold storage Pvt. Ltd.,Mathura,Completed,0.0,50.0,2002,,
2176,LKN 202,2002-03,Uttar Pradesh,9,Lucknow,162,NHB,Through NABARD,Kailash Cold Storage & Ice Factory,Lucknow,Completed,0.0,7.71,2002,,
2177,LKN 197,2002-03,Uttar Pradesh,9,Aligarh,119,NHB,Through NABARD,Balbhadra Ice & Cold Storage,Aligarh,Completed,0.0,50.0,2002,,
2178,LKN 198,2002-03,Uttar Pradesh,9,Farrukhabad,141,NHB,Through NABARD,Shri Balaji Preservers (P) Ltd.,Farrukhabad,Completed,0.0,50.0,2002,,
2179,LKN 199,2002-03,Uttar Pradesh,9,Mainpuri,166,NHB,Through NABARD,Ram Murthy Ice & Cold Storage Ltd.,Mainpuri,Completed,0.0,47.07,2002,,
2180,LKN 206,2002-03,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Baijanti Devi Ice & Cold Storage,Agra,Completed,0.0,24.97,2002,,
2181,LKN 208,2002-03,Uttar Pradesh,9,Budaun,133,NHB,Through NABARD,Maheshwari Cold Storage & Ice Factory,Badaun,Completed,0.0,11.58,2002,,
2182,LKN 207,2002-03,Uttar Pradesh,9,Prayagraj,120,NHB,Through NABARD,Amar Cold Storage,Allahabad,Completed,0.0,27.57,2002,,
2183,LKN 205,2002-03,Uttar Pradesh,9,Jaunpur,152,NHB,Through NABARD,Gaurav Cold Storage (P) Ltd.,Jaunpur,Completed,0.0,40.0,2002,,
2184,LKN 233,2002-03,Uttar Pradesh,9,Firozabad,143,NHB,Through NABARD,Kumar Cold Storage & Milk collection Centre,Firozabad,Completed,0.0,19.06,2002,,
2185,LKN 209,2002-03,Uttar Pradesh,9,Prayagraj,120,NHB,Through NABARD,Shree Krishna Cold Storage & Ice Factory,Allahabad,Completed,0.0,21.82,2002,,
2186,LKN 210,2002-03,Uttar Pradesh,9,Lucknow,162,NHB,Through NABARD,Anirudh Cold Storage & Allied Industries (P) Ltd.,Lucknow,Completed,0.0,14.83,2002,,
2187,LKN 204,2002-03,Uttar Pradesh,9,Farrukhabad,141,NHB,Through NABARD,Harsh Cold Storage(A unit of M/s Kaheria Enterprises Ltd.),Farrukhabad,Completed,0.0,50.0,2002,,
2188,LKN 032,2002-03,Uttar Pradesh,9,Mathura,167,NHB,Through NABARD,Goverdhan Cold & Ice Pvt. Ltd.,Mathura,Completed,0.0,19.4,2002,,
2189,LKN 212,2002-03,Uttar Pradesh,9,Moradabad,171,NHB,Through NABARD,Vinod Cold storage & Ice Factory,Moradabad,Completed,0.0,24.28,2002,,
2190,LKN 213,2002-03,Uttar Pradesh,9,Budaun,133,NHB,Through NABARD,R S Cold Storage and Allied Industries,Badaun,Completed,0.0,33.0,2002,,
2191,LKN 214,2002-03,Uttar Pradesh,9,Amroha,154,NHB,Through NABARD,Elen Food preservation,J P Nagar,Completed,0.0,6.91,2002,,
2192,LKN 211,2002-03,Uttar Pradesh,9,Mainpuri,166,NHB,Through NABARD,Shanti Devi Cold storage,Mainpuri,Completed,0.0,36.7,2002,,
2193,LKN 064,2002-03,Uttar Pradesh,9,Kannauj,155,NHB,Through NABARD,Chand Cold Storage,Kannauj,Completed,0.0,24.1,2002,,
2194,LKN 237,2002-03,Uttar Pradesh,9,Kanpur Nagar,157,NHB,Through NABARD,Ampee Cold Storage (P) Ltd,Kanpur,Completed,0.0,4.69,2002,,
2195,LKN 216,2002-03,Uttar Pradesh,9,Kannauj,155,NHB,Through NABARD,Hindustan Cold Storage,"Jalalpur Panwara, G.T. Road, Kannauj",Completed,0.0,16.14,2002,,
2196,LKN 215 (with LKN 195),2002-03,Uttar Pradesh,9,Farrukhabad,141,NHB,Through NABARD,Jitendra Cold Storage (P) Ltd.,Farrukhabad,Completed,0.0,8.0,2002,,
2197,LKN 220,2002-03,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Kiraoli Ice & Cold storage,Agra,Completed,0.0,18.72,2002,,
2198,LKN 228,2002-03,Uttar Pradesh,9,Bijnor,132,NHB,Through NABARD,D.B Ice Factory & Cold Storage,"Najibabad Road, Basi Kiratpur, Bijnor",Completed,0.0,8.63,2002,,
2199,LKN 224,2002-03,Uttar Pradesh,9,Aligarh,119,NHB,Through NABARD,Lagsama Ka Sheetgrah,Aligarh,Completed,0.0,50.0,2002,,
2200,LKN 219,2002-03,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Kansal Ice & Cold storage,Agra,Completed,0.0,33.0,2002,,
2201,LKN 269,2002-03,Uttar Pradesh,9,Jaunpur,152,NHB,Through NABARD,Durga Cold Storage,Jaunpur,Completed,0.0,16.04,2002,,
2202,LKN 258,2002-03,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Manjula Sheetgrah,Agra,Completed,0.0,49.26,2002,,
2203,LKN 232,2002-03,Uttar Pradesh,9,Aligarh,119,NHB,Through NABARD,Nishant Cold Storage,Aligarh,Completed,0.0,50.0,2002,,
2204,LKN 260,2002-03,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Radhakrishna Sheetgrah,Agra,Completed,0.0,50.0,2002,,
2205,LKN 246,2003-04,Uttar Pradesh,9,Firozabad,143,NHB,Through NABARD,Hardayal Ice & Cold (P) Ltd,Shokohabad,Completed,0.0,29.7,2003,,
2206,LKN 225,2003-04,Uttar Pradesh,9,Ghazipur,146,NHB,Through NABARD,Radhey Shyam Cold Storage & Ice Factory,Ghazipur,Completed,0.0,3.1,2003,,
2207,LKN 227,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Shantivrat & Sons( p) Ltd,Agra,Completed,0.0,50.0,2003,,
2208,LKN 235,2003-04,Uttar Pradesh,9,Firozabad,143,NHB,Through NABARD,Ganga Devi Cold storage (P) Ltd,Firozabad,Completed,0.0,38.58,2003,,
2209,LKN 240,2003-04,Uttar Pradesh,9,Firozabad,143,NHB,Through NABARD,Gir Raj Cold Storage (P) Ltd,Firozabad,Completed,0.0,36.25,2003,,
2210,LKN 242,2003-04,Uttar Pradesh,9,Firozabad,143,NHB,Through NABARD,M/s Pram Sukh Cold Storage (P) Ltd,Firozabad,Completed,0.0,38.95,2003,,
2211,LKN 226,2003-04,Uttar Pradesh,9,Moradabad,171,NHB,Through NABARD,Jeewan Ram Cold Storage & General Mills,Moradabad,Completed,0.0,27.5,2003,,
2212,LKN 244,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,"M/s Harvest Ice & Cold Storage, Agra",Agra,Completed,0.0,50.0,2003,,
2213,LKN 261,2003-04,Uttar Pradesh,9,Moradabad,171,NHB,Through NABARD,Shiva Cold Storage & General Mills,Moradabad,Completed,0.0,24.0,2003,,
2214,LKN 221,2003-04,Uttar Pradesh,9,Hathras,163,NHB,Through NABARD,Krishna cold storage & Allied Industries,Maha Maya Nagar,Completed,0.0,50.0,2003,,
2215,LKN 223,2003-04,Uttar Pradesh,9,Aligarh,119,NHB,Through NABARD,Maa Gayatrii Ice & Cold storage,Aligarh,Completed,0.0,14.5,2003,,
2216,LKN 222,2003-04,Uttar Pradesh,9,Budaun,133,NHB,Through NABARD,Sri Nathji cold storage,Badaun,Completed,0.0,37.69,2003,,
2217,LKN 231,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Sumangal commercials Ltd,Agra,Completed,0.0,44.94,2003,,
2218,09UP2003000058,2003-04,Uttar Pradesh,9,Etawah,139,NHB,NHB,Jaswant Nagar Cold Storage,Etawaha (UP),Completed,0.0,16.0,2003,,
2219,09UP2003000057,2003-04,Uttar Pradesh,9,Aligarh,119,NHB,NHB,Katy Kay Ice & Cold Storage,Aligarh (UP),Completed,0.0,31.11,2003,,
2220,09UP2003000062,2003-04,Uttar Pradesh,9,Kanpur Nagar,157,NHB,NHB,P.S. Cold Storage,Uttar Pradesh,Completed,0.0,17.21,2003,,
2221,09UP2003000061,2003-04,Uttar Pradesh,9,Firozabad,143,NHB,NHB,Pallavi Cold Storage,Firozabad ,Completed,0.0,3.42,2003,,
2222,09UP2003000059,2003-04,Uttar Pradesh,9,Kanpur Nagar,157,NHB,NHB,Ram Shree Sheetalaya,Kanpur (UP),Completed,0.0,17.1,2003,,
2223,09UP2003000056,2003-04,Uttar Pradesh,9,Prayagraj,120,NHB,NHB,Saraon Cold Storage,Allahabad (UP),Completed,0.0,11.12,2003,,
2224,09UP2003000055,2003-04,Uttar Pradesh,9,Farrukhabad,141,NHB,NHB,Saraswati Refrigeration Pvt. Ltd.,,Completed,0.0,16.44,2003,,
2225,09UP2003000060,2003-04,Uttar Pradesh,9,Kannauj,155,NHB,NHB,Sudama Refrigeration Pvt. Ltd.,Kannauj,Completed,0.0,16.62,2003,,
2226,LKN 229,2003-04,Uttar Pradesh,9,Firozabad,143,NHB,Through NABARD,Moleshwar Cold Storage,Firozabad,Completed,0.0,30.51,2003,,
2227,LKN 255,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Lambardar Ice & Cold Storage(p) Ltd,Agra,Completed,0.0,38.5,2003,,
2228,LKN 264,2003-04,Uttar Pradesh,9,Hathras,163,NHB,Through NABARD,Raghav Ice & Cold Storage Pvt Ltd,Hathras,Completed,0.0,18.48,2003,,
2229,LKN 304,2003-04,Uttar Pradesh,9,Mathura,167,NHB,Through NABARD,Sikarwar Ice & Cold Storage (P) Ltd,Mathura,Completed,0.0,37.13,2003,,
2230,LKN 268,2003-04,Uttar Pradesh,9,Mathura,167,NHB,Through NABARD,Dauji Cold Storage Pvt Ltd,Mathura,Completed,0.0,27.84,2003,,
2231,LKN 310,2003-04,Uttar Pradesh,9,Hathras,163,NHB,Through NABARD,M/s Tyagi Cold Storage & Ice Factory (P) Ltd,Hathras,Completed,0.0,41.51,2003,,
2232,LKN 315,2003-04,Uttar Pradesh,9,Kannauj,155,NHB,Through NABARD,Mohan Cold Storage,Kannauj,Completed,0.0,30.0,2003,,
2233,LKN 291,2003-04,Uttar Pradesh,9,Kanpur Nagar,157,NHB,Through NABARD,Mohan Sheetalaya Pvt Ltd,Kanpur,Completed,0.0,10.0,2003,,
2234,LKN 294,2003-04,Uttar Pradesh,9,Ghazipur,146,NHB,Through NABARD,Ram lal Cold Storage,Ghazipur,Completed,0.0,10.64,2003,,
2235,LKN 287,2003-04,Uttar Pradesh,9,Unnao,186,NHB,Through NABARD,Super Cold Storage (P) Ltd,Unnao,Completed,0.0,15.0,2003,,
2236,LKN 230,2003-04,Uttar Pradesh,9,Jaunpur,152,NHB,Through NABARD,Gupta Sheetalaya,Jaunpur,Completed,0.0,14.38,2003,,
2237,LKN 238,2003-04,Uttar Pradesh,9,Budaun,133,NHB,Through NABARD,Mangla Mata Cold storage & Ice Factory,Badaun,Completed,0.0,18.22,2003,,
2238,LKN 239,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Mona Devi Ice & Cold Storage,Agra,Completed,0.0,26.88,2003,,
2239,LKN 245,2003-04,Uttar Pradesh,9,Hathras,163,NHB,Through NABARD,"S&N Agrawal Ice & Cold storage, Hathras",Hathras,Completed,0.0,18.0,2003,,
2240,LKN 247,2003-04,Uttar Pradesh,9,Hathras,163,NHB,Through NABARD,Shyama Ice & Cold Storage (P) Ltd,"Vill: Sahpau, Hathras",Completed,0.0,50.0,2003,,
2241,LKN 272,2003-04,Uttar Pradesh,9,Mathura,167,NHB,Through NABARD,Baldauji Cold Storage Pvt Ltd.,Mathura,Completed,0.0,18.13,2003,,
2242,LKN 241,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,M/S Prakash Cold Storage,Agra,Completed,0.0,30.72,2003,,
2243,LKN 259,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Shree Shyamji Sheetgrah,Agra,Completed,0.0,50.0,2003,,
2244,LKN 266,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Gee Sheetgrah (P)Ltd,Agra,Completed,0.0,49.37,2003,,
2245,LKN 265,2003-04,Uttar Pradesh,9,Etawah,139,NHB,Through NABARD,K.L Sheetgrah (P) Ltd,Etawah,Completed,0.0,18.93,2003,,
2246,LKN 333,2003-04,Uttar Pradesh,9,Etawah,139,NHB,Through NABARD,Sai Sheetgrah,"Bharthana Road, Etawah",Completed,0.0,21.65,2003,,
2247,LKN 243,2003-04,Uttar Pradesh,9,Kannauj,155,NHB,Through NABARD,M/s Lata Sheetalaya (P) Ltd,Kannauj,Completed,0.0,50.0,2003,,
2248,LKN 248,2003-04,Uttar Pradesh,9,Barabanki,129,NHB,Through NABARD,M/s Chisti Cold Storage & Allied Industries,Barabanki,Completed,0.0,36.66,2003,,
2249,LKN 251,2003-04,Uttar Pradesh,9,Hathras,163,NHB,Through NABARD,M/s Sadabad Cold Storage & Ice Factory,Hathras,Completed,0.0,26.24,2003,,
2250,LKN 273,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Har-har Mahadev Cold Storage Pvt Ltd,Agra,Completed,0.0,27.88,2003,,
2251,LKN 256,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Ketki Ice & Cold Storage Pvt Ltd,Agra,Completed,0.0,13.13,2003,,
2252,LKN 252,2003-04,Uttar Pradesh,9,Mathura,167,NHB,Through NABARD,M/s Prem Shhetgrah,Mathra,Completed,0.0,45.63,2003,,
2253,LKN 253,2003-04,Uttar Pradesh,9,Budaun,133,NHB,Through NABARD,Rama Cold Storage -II,Badaun,Completed,0.0,18.0,2003,,
2254,LKN 297,2003-04,Uttar Pradesh,9,Firozabad,143,NHB,Through NABARD,M/s Ram Bharose Lal & Sons Ice & Cold Storage (P) Ltd,Firozabad,Completed,0.0,19.27,2003,,
2255,LKN 254,2003-04,Uttar Pradesh,9,Firozabad,143,NHB,Through NABARD,Jainsons Ice & Cold Storage,Firozabad,Completed,0.0,50.0,2003,,
2256,LKN 288,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,B.K Sheetgrah P Ltd,Agra,Completed,0.0,19.63,2003,,
2257,LKN 257,2003-04,Uttar Pradesh,9,Firozabad,143,NHB,Through NABARD,Satyadeo Cold Storage (p) Ltd,Firozabad,Completed,0.0,26.45,2003,,
2258,LKN 267,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Tyagi Coldware House,Agra,Completed,0.0,32.63,2003,,
2259,LKN 290,2003-04,Uttar Pradesh,9,Moradabad,171,NHB,Through NABARD,"Balaji Cold Storage & Ice Factory,",Moradabad,Completed,0.0,20.54,2003,,
2260,LKN 262,2003-04,Uttar Pradesh,9,Hathras,163,NHB,Through NABARD,Chiranjee Lal & Cold Storage Pvt Ltd,Hathras,Completed,0.0,45.33,2003,,
2261,LKN 263,2003-04,Uttar Pradesh,9,Hathras,163,NHB,Through NABARD,"Tarun Sheetgrah Pvt Ltd,",Hathras,Completed,0.0,32.15,2003,,
2262,LKN 295,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,M/s Bohare Bajinath Ice & Cold Storage (P) Ltd,Agra,Completed,0.0,27.32,2003,,
2263,LKN 340,2003-04,Uttar Pradesh,9,Etawah,139,NHB,Through NABARD,"Shivam Cold Storage, Etawah",Etawah,Completed,0.0,12.94,2003,,
2264,LKN 300,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Adarsh Milk & Food (India) (P) Ltd,Agra,Completed,0.0,29.44,2003,,
2265,LKN 271,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Devidas Ramdas Cold Storage (p)Ltd,Agra,Completed,0.0,50.0,2003,,
2266,LKN 274,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,,Agra,Completed,0.0,47.22,2003,,
2267,LKN 270,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Kala Ice & Cold Storage,Agra,Completed,0.0,49.2,2003,,
2268,LKN 277,2003-04,Uttar Pradesh,9,Firozabad,143,NHB,Through NABARD,Radha kishan Cold Storage,Firozabad,Completed,0.0,45.35,2003,,
2269,LKN 318,2003-04,Uttar Pradesh,9,Kannauj,155,NHB,Through NABARD,Tirwa Cold Storage (P) Ltd,Kannauj,Completed,0.0,28.73,2003,,
2270,LKN 275,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Garg Preservation Pvt Ltd,Agra,Completed,0.0,40.44,2003,,
2271,LKN 282,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,J.P Ice & Cold Storage,Agra,Completed,0.0,23.5,2003,,
2272,LKN 284,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Sisodia Ice & Cold Storage (P) Ltd,Agra,Completed,0.0,33.05,2003,,
2273,LKN 276,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Sugandhi Cold Storage Pvt Ltd,Agra,Completed,0.0,50.0,2003,,
2274,LKN 279,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,"T.S Ice & Cold Storage Pvt Ltd, Agra",Agra,Completed,0.0,50.0,2003,,
2275,LKN 280,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,M/s Ramjee Cold Storage & Ice Factory,Agra,Completed,0.0,22.98,2003,,
2276,LKN 409,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Navratan Ice & Cold Storage (P) Ltd,"Fatehabad road, Agra",Completed,0.0,15.0,2003,,
2277,LKN 278,2003-04,Uttar Pradesh,9,Budaun,133,NHB,Through NABARD,Arvind Cold storage,Badaun,Completed,0.0,17.93,2003,,
2278,LKN 286,2003-04,Uttar Pradesh,9,Firozabad,143,NHB,Through NABARD,Bankey Behari Ice & Cold Storage,Firozabad,Completed,0.0,45.0,2003,,
2279,LKN 293,2003-04,Uttar Pradesh,9,Hathras,163,NHB,Through NABARD,Shri Hari Ice & Cold Storage,Hathras,Completed,0.0,27.86,2003,,
2280,LKN 289,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,K.N Goyal Ice & Cold Storage,Agra,Completed,0.0,25.0,2003,,
2281,LKN 296,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,M/s Gomit Ice & Cold Storage (P) Ltd,Agra,Completed,0.0,30.09,2003,,
2282,LKN 281,2003-04,Uttar Pradesh,9,Etawah,139,NHB,Through NABARD,M/s R.N Cold Storage & Ice Factory,Etawah,Completed,0.0,50.0,2003,,
2283,LKN 349,2003-04,Uttar Pradesh,9,Kanpur Nagar,157,NHB,Through NABARD,Radha Rani Cold Storage Pvt Ltd,"Mahauli, G.T Road, Sarsaul, Kanpur",Completed,0.0,48.01,2003,,
2284,LKN 283,2003-04,Uttar Pradesh,9,Kannauj,155,NHB,Through NABARD,Janta Cold Storage & Allied Industries (P) Ltd,Kannauj,Completed,0.0,9.0,2003,,
2285,LKN 355,2003-04,Uttar Pradesh,9,Ballia,126,NHB,Through NABARD,Rani Onion Storage,"Bishnupura, Reoti, Ballia",Completed,0.0,7.05,2003,,
2286,LKN 311,2003-04,Uttar Pradesh,9,Kannauj,155,NHB,Through NABARD,Sikandarpur Cold Storage,Kannauj,Completed,0.0,9.88,2003,,
2287,LKN 285,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Bipin Sheetgrah (P) Ltd,Agra,Completed,0.0,18.19,2003,,
2288,LKN 331,2003-04,Uttar Pradesh,9,Budaun,133,NHB,Through NABARD,Himigiri Cold Storage,"Bilsi , Badaun Road",Completed,0.0,22.5,2003,,
2289,LKN 305,2003-04,Uttar Pradesh,9,Rae Bareli,175,NHB,Through NABARD,Arkha Farms & Foods (P) Ltd,Raibareilly,Completed,0.0,12.0,2003,,
2290,LKN 292,2003-04,Uttar Pradesh,9,Bahraich,125,NHB,Through NABARD,Choteylal Cold Storage & Allied Industries,Baharaich,Completed,0.0,2.46,2003,,
2291,LKN 301,2003-04,Uttar Pradesh,9,Mathura,167,NHB,Through NABARD,Premwati Cold Storage,Mathura,Completed,0.0,27.2,2003,,
2292,LKN 325,2003-04,Uttar Pradesh,9,Firozabad,143,NHB,Through NABARD,L. P. Cold Storage (P) Ltd,Firozabad,Completed,0.0,9.82,2003,,
2293,LKN 299,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,M/s Bhagwandevi Ice & Cold Storage (P) Ltd,Agra,Completed,0.0,22.85,2003,,
2294,LKN 319,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,K.L. Ice & Cold Storage,Agra,Completed,0.0,32.67,2003,,
2295,LKN 303,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,K.P. Cold Storage (P) Ltd,Agra,Completed,0.0,20.0,2003,,
2296,LKN 298,2003-04,Uttar Pradesh,9,Etawah,139,NHB,Through NABARD,M/s S.R. Cold Storage,Etawah,Completed,0.0,40.45,2003,,
2297,LKN 308,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Greenstar Ice & Cold Storage (P) Ltd,Agra,Completed,0.0,20.88,2003,,
2298,LKN 312,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,M/s S.R.Agarwal Sheetalaya Pvt Ltd,Agra,Completed,0.0,33.14,2003,,
2299,LKN 313,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,M/s Sushila KA Ice & Cold Storage,Agra,Completed,0.0,44.03,2003,,
2300,LKN 351,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Shyam Cold Storage,"Vil. Ujirai, Bagal Bhusa, Hathras Road, Agra",Completed,0.0,36.77,2003,,
2301,LKN 316,2003-04,Uttar Pradesh,9,Hathras,163,NHB,Through NABARD,Tyagi Farms & Cold Storage (P) Ltd,Hathras,Completed,0.0,37.51,2003,,
2302,LKN 356,2003-04,Uttar Pradesh,9,Budaun,133,NHB,Through NABARD,Annapurna Cold Storage & Ice Factory,"Bisauli, Badaun",Completed,0.0,34.39,2003,,
2303,LKN 307,2003-04,Uttar Pradesh,9,Moradabad,171,NHB,Through NABARD,S.S. Cold Storage & Ice Factory,"Vill: Bhulahai, Chandausi, Moradabad",Completed,0.0,32.9,2003,,
2304,LKN 306,2003-04,Uttar Pradesh,9,Aligarh,119,NHB,Through NABARD,M/s Shankar Cold Storage (P) Ltd,Aligarh,Completed,0.0,33.69,2003,,
2305,LKN 314,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Nandishwar Ice & Cold Storage (P) Ltd,Agra,Completed,0.0,44.16,2003,,
2306,LKN 353,2003-04,Uttar Pradesh,9,Barabanki,129,NHB,Through NABARD,Salarpur Cold Storage (P) Ltd,"Vil.Dhidhora, Fatehpur Road, Barabanki",Completed,0.0,50.0,2003,,
2307,LKN 309,2003-04,Uttar Pradesh,9,Etah,138,NHB,Through NABARD,Kothiwal Ice & Cold Storage (P) Ltd,"Jalesar, Etah",Completed,0.0,32.84,2003,,
2308,LKN 336,2003-04,Uttar Pradesh,9,Budaun,133,NHB,Through NABARD,R.S Cold Storage & Allied Industries,"Permanandpur, Budaun",Completed,0.0,5.59,2003,,
2309,LKN 350,2003-04,Uttar Pradesh,9,Aligarh,119,NHB,Through NABARD,Urmila Seema Cold Storage & Ice Factory,"Sikandra Road, Hathras, Aligarh",Completed,0.0,50.0,2003,,
2310,LKN 348,2003-04,Uttar Pradesh,9,Mainpuri,166,NHB,Through NABARD,Chakradhari Cold Storage Pvt Ltd,"Araon Road, Sirsaganj",Completed,0.0,36.7,2003,,
2311,LKN 317,2003-04,Uttar Pradesh,9,Varanasi,187,NHB,Through NABARD,Harihar Cold Storage,"Babatpur, Varanasi",Completed,0.0,34.75,2003,,
2312,LKN 346,2003-04,Uttar Pradesh,9,Mainpuri,166,NHB,Through NABARD,Nathu Singh Cold Storage Pvt Ltd,"Araon Road, Sirsaganj",Completed,0.0,38.4,2003,,
2313,LKN 347,2003-04,Uttar Pradesh,9,Mainpuri,166,NHB,Through NABARD,R. S Sheetalaya Pvt Ltd,"Mainpuri Road, Bhongao",Completed,0.0,29.1,2003,,
2314,LKN 323,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Shivshakti Cold & Ware- house,Agra,Completed,0.0,30.36,2003,,
2315,LKN 344,2003-04,Uttar Pradesh,9,Aligarh,119,NHB,Through NABARD,M/s Ram Sarnam Cold Storage (P) Ltd,"Vil. Gowmat, Khair Aligarh",Completed,0.0,46.97,2003,,
2316,LKN 330,2003-04,Uttar Pradesh,9,Agra,118,NHB,Through NABARD,Shri Kela Cold Storage & Allied Industries (P) Ltd,Agra,Completed,0.0,32.98,2003,,
